season,week,gameday,player_id,player_name,position,team,home_team,away_team,roof,temp,wind,passing_yards,passing_tds,interceptions,rushing_yards,rushing_tds,receptions,receiving_yards,receiving_tds,targets,carries,rushing_attempts,fumbles_lost,injury_status,injury_type,spread_line,total_line,game_id,fantasy_points
2022,1,2022-09-01,p_rb_min,Aaron Demo,RB,MIN,MIN,LAR,dome,,,0.0,0,0,41.3,0,1,43.6,0,1,13,13,1,,,-2.6,48.2,2022_1_LAR_MIN,6.99
2022,1,2022-09-01,p_qb_det,Jared Demo,QB,DET,DET,SEA,dome,,,176.5,6,2,23.6,0,0,0.0,0,0,0,3,0,Doubtful,knee,6.6,54.6,2022_1_SEA_DET,29.42
2022,1,2022-09-01,p_wr_det,Amon Demo,WR,DET,DET,SEA,dome,,,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,Out,shoulder,-0.0,45.2,2022_1_SEA_DET,-2.0
2022,1,2022-09-01,p_qb_phi,Jalen Demo,QB,PHI,PHI,DAL,outdoors,76.11222791970576,8.452924534508728,288.6,0,1,0.0,0,0,0.0,0,0,0,2,0,,,-5.3,46.2,2022_1_DAL_PHI,9.544
2022,1,2022-09-01,p_rb_phi,Saquon Demo,RB,PHI,PHI,DAL,outdoors,62.327712811738955,5.579152833332108,0.0,0,0,58.5,0,4,51.7,0,6,12,12,0,,,0.7,40.6,2022_1_DAL_PHI,13.020000000000001
2022,1,2022-09-01,p_wr_dal,CeeDee Demo,WR,DAL,PHI,DAL,outdoors,58.42342495208358,20.587370187669602,0.0,0,0,11.4,0,3,56.4,0,6,1,1,0,,,4.8,42.4,2022_1_DAL_PHI,8.280000000000001
2022,1,2022-09-01,p_te_phi,Dallas Demo,TE,PHI,PHI,DAL,outdoors,22.79066455392018,7.186670397275462,0.0,0,0,0.0,0,1,31.8,0,3,0,0,0,,,-0.4,37.2,2022_1_DAL_PHI,3.68
2022,2,2022-09-08,p_qb_kc,Patrick Demo,QB,KC,KC,BUF,outdoors,86.93870668042447,1.5628870936298451,184.2,1,0,7.6,0,0,0.0,0,0,0,6,0,,,-1.0,49.9,2022_2_BUF_KC,12.127999999999998
2022,2,2022-09-08,p_rb_kc,Isiah Demo,RB,KC,KC,BUF,outdoors,49.357658931548514,7.330885177419795,0.0,0,0,21.9,1,2,29.6,1,3,19,19,0,,,1.4,46.3,2022_2_BUF_KC,18.15
2022,2,2022-09-08,p_wr_kc,Rashee Demo,WR,KC,KC,BUF,outdoors,44.17662949685729,9.58247130836654,0.0,0,0,1.5,0,9,112.2,0,11,0,0,0,,,1.0,40.4,2022_2_BUF_KC,15.870000000000001
2022,2,2022-09-08,p_te_kc,Travis Demo,TE,KC,KC,BUF,outdoors,58.94123837720708,10.400717016958055,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,Out,ankle,1.1,46.3,2022_2_BUF_KC,0.0
2022,2,2022-09-08,p_qb_buf,Josh Demo,QB,BUF,KC,BUF,outdoors,53.44767597901059,6.7401131089655735,259.2,2,1,7.6,0,0,0.0,0,0,0,3,0,,,-6.1,50.3,2022_2_BUF_KC,17.128000000000004
2022,2,2022-09-08,p_rb_buf,James Demo,RB,BUF,KC,BUF,outdoors,54.08013481256729,2.7355074464802547,0.0,0,0,58.3,0,4,59.6,0,6,16,16,0,,,1.8,50.1,2022_2_BUF_KC,13.790000000000001
2022,2,2022-09-08,p_wr_buf,Stefon Demo,WR,BUF,KC,BUF,outdoors,55.998187237888075,4.512880883498616,0.0,0,0,6.9,0,2,88.5,0,5,0,0,0,,,3.0,55.1,2022_2_BUF_KC,10.54
2022,2,2022-09-08,p_qb_sf,Brock Demo,QB,SF,SF,PHI,outdoors,31.41939616520139,7.665234135508996,179.7,5,1,21.2,0,0,0.0,0,0,0,4,0,,,1.2,46.4,2022_2_PHI_SF,27.308
2022,2,2022-09-08,p_rb_sf,CMC Demo,RB,SF,SF,PHI,outdoors,79.24314522476811,0.0,0.0,0,0,49.3,1,0,54.5,0,2,11,11,0,,,4.3,47.2,2022_2_PHI_SF,16.38
2022,2,2022-09-08,p_wr_sf,Deebo Demo,WR,SF,SF,PHI,outdoors,59.05514858922589,3.6832736763030915,0.0,0,0,1.3,0,4,76.5,0,5,1,1,0,,,5.9,42.3,2022_2_PHI_SF,9.780000000000001
2022,2,2022-09-08,p_qb_no,Derek Demo,QB,NO,NO,MIN,dome,,,262.1,1,3,61.6,0,0,0.0,0,0,0,0,0,,,-1.8,46.5,2022_2_MIN_NO,14.644000000000002
2022,2,2022-09-08,p_wr_no,Chris Demo,WR,NO,NO,MIN,dome,,,0.0,0,0,0.0,0,2,17.0,0,3,0,0,0,Questionable,ankle,1.1,38.9,2022_2_MIN_NO,2.7
2022,2,2022-09-08,p_qb_min,Kirk Demo,QB,MIN,NO,MIN,dome,,,253.3,2,2,30.2,0,0,0.0,0,0,0,4,0,,,-0.7,47.0,2022_2_MIN_NO,17.152
2022,2,2022-09-08,p_rb_min,Aaron Demo,RB,MIN,NO,MIN,dome,,,0.0,0,0,56.2,0,2,22.6,1,4,7,7,0,,,-9.3,42.6,2022_2_MIN_NO,14.88
2022,2,2022-09-08,p_qb_det,Jared Demo,QB,DET,BAL,DET,outdoors,50.726739004261375,8.988950409709261,315.4,1,0,42.1,0,0,0.0,0,0,0,1,0,,,-5.9,41.6,2022_2_DET_BAL,20.826
2022,2,2022-09-08,p_wr_det,Amon Demo,WR,DET,BAL,DET,outdoors,67.05377529067903,16.60384915582992,0.0,0,0,0.0,0,5,33.8,1,7,0,0,0,,,3.7,43.0,2022_2_DET_BAL,11.879999999999999
2022,2,2022-09-08,p_qb_phi,Jalen Demo,QB,PHI,SF,PHI,outdoors,38.95371383065465,4.728583616562222,275.7,2,1,0.0,0,0,0.0,0,0,0,2,0,Doubtful,knee,1.5,45.3,2022_2_PHI_SF,17.028
2022,2,2022-09-08,p_rb_phi,Saquon Demo,RB,PHI,SF,PHI,outdoors,84.26518840189449,18.384902645268767,0.0,0,0,72.4,1,5,8.1,0,6,15,15,0,,,-6.4,35.6,2022_2_PHI_SF,16.55
2022,2,2022-09-08,p_wr_dal,CeeDee Demo,WR,DAL,DAL,MIA,dome,,,0.0,0,0,0.0,0,4,123.1,1,6,0,0,0,,,-1.6,44.6,2022_2_MIA_DAL,20.310000000000002
2022,2,2022-09-08,p_te_phi,Dallas Demo,TE,PHI,SF,PHI,outdoors,64.2875667546309,6.303707580579923,0.0,0,0,0.0,0,6,16.5,0,7,0,0,0,,,0.9,53.2,2022_2_PHI_SF,4.65
2022,3,2022-09-15,p_qb_kc,Patrick Demo,QB,KC,CHI,KC,outdoors,63.71165642994695,7.716084028036542,239.8,3,0,28.3,0,0,0.0,0,0,0,3,0,,,1.8,44.5,2022_3_KC_CHI,24.421999999999997
2022,3,2022-09-15,p_rb_kc,Isiah Demo,RB,KC,CHI,KC,outdoors,27.528908736773147,6.321963159406769,0.0,0,0,0.3,0,5,42.9,0,7,0,0,0,Doubtful,,9.7,48.2,2022_3_KC_CHI,6.82
2022,3,2022-09-15,p_wr_kc,Rashee Demo,WR,KC,CHI,KC,outdoors,61.976203142504595,0.19520823502778573,0.0,0,0,0.5,0,5,62.4,1,8,1,1,0,,,-2.8,50.5,2022_3_KC_CHI,14.79
2022,3,2022-09-15,p_te_kc,Travis Demo,TE,KC,CHI,KC,outdoors,40.44775720522881,3.5615217214272015,0.0,0,0,0.0,0,6,40.2,0,8,0,0,0,,,0.5,47.3,2022_3_KC_CHI,7.0200000000000005
2022,3,2022-09-15,p_qb_buf,Josh Demo,QB,BUF,BUF,SF,outdoors,49.57344283833743,3.2943895203752085,223.1,0,0,27.7,0,0,0.0,0,0,0,5,0,,,-3.1,37.6,2022_3_SF_BUF,11.693999999999999
2022,3,2022-09-15,p_rb_buf,James Demo,RB,BUF,BUF,SF,outdoors,58.71498851663415,7.103866872751226,0.0,0,0,61.1,0,3,4.8,0,4,17,17,0,,,2.2,47.5,2022_3_SF_BUF,8.09
2022,3,2022-09-15,p_wr_buf,Stefon Demo,WR,BUF,BUF,SF,outdoors,53.693587434212354,6.464583908327116,0.0,0,0,0.0,0,2,27.7,0,5,1,1,0,,,-0.3,47.7,2022_3_SF_BUF,3.77
2022,3,2022-09-15,p_qb_sf,Brock Demo,QB,SF,BUF,SF,outdoors,43.51697083855431,12.500922820099817,294.4,0,1,18.8,0,0,0.0,0,0,0,2,0,,,-3.6,46.9,2022_3_SF_BUF,11.656
2022,3,2022-09-15,p_rb_sf,CMC Demo,RB,SF,BUF,SF,outdoors,75.04279150018256,14.239749925297158,0.0,0,0,61.2,0,0,1.9,0,1,17,17,0,,,-4.7,41.8,2022_3_SF_BUF,6.310000000000001
2022,3,2022-09-15,p_wr_sf,Deebo Demo,WR,SF,BUF,SF,outdoors,79.16674222749431,1.8881284373004839,0.0,0,0,3.2,0,8,15.4,1,11,1,1,0,,,3.3,47.2,2022_3_SF_BUF,11.86
2022,3,2022-09-15,p_qb_no,Derek Demo,QB,NO,GB,NO,outdoors,62.731156043512165,5.112305563221748,326.5,4,0,25.8,0,0,0.0,0,0,0,3,0,,,1.8,42.0,2022_3_NO_GB,31.64
2022,3,2022-09-15,p_wr_no,Chris Demo,WR,NO,GB,NO,outdoors,65.707302047236,9.208222608383757,0.0,0,0,0.0,0,7,51.8,1,10,1,1,0,,,1.9,43.3,2022_3_NO_GB,14.68
2022,3,2022-09-15,p_qb_min,Kirk Demo,QB,MIN,MIN,LAR,dome,,,331.8,2,1,0.0,0,0,0.0,0,0,0,2,0,Questionable,hamstring,-4.5,48.9,2022_3_LAR_MIN,19.272
2022,3,2022-09-15,p_rb_min,Aaron Demo,RB,MIN,MIN,LAR,dome,,,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,Out,,-5.1,37.3,2022_3_LAR_MIN,0.0
2022,3,2022-09-15,p_qb_det,Jared Demo,QB,DET,DET,SEA,dome,,,226.6,1,0,0.0,0,0,0.0,0,0,0,3,0,,,0.7,52.1,2022_3_SEA_DET,13.064
2022,3,2022-09-15,p_wr_det,Amon Demo,WR,DET,DET,SEA,dome,,,0.0,0,0,0.0,0,4,37.9,0,5,1,1,0,,,-6.5,48.4,2022_3_SEA_DET,5.79
2022,3,2022-09-15,p_qb_phi,Jalen Demo,QB,PHI,PHI,DAL,outdoors,16.52883487269149,11.924220183040674,266.3,1,0,22.0,0,0,0.0,0,0,0,3,0,,,1.6,45.2,2022_3_DAL_PHI,16.852
2022,3,2022-09-15,p_rb_phi,Saquon Demo,RB,PHI,PHI,DAL,outdoors,64.3762780187223,14.258625042825976,0.0,0,0,51.8,0,1,16.3,0,1,21,21,0,,,-1.7,47.6,2022_3_DAL_PHI,7.31
2022,3,2022-09-15,p_wr_dal,CeeDee Demo,WR,DAL,PHI,DAL,outdoors,69.28080479709836,0.0,0.0,0,0,0.0,0,3,0.0,1,5,1,1,0,,,4.5,44.8,2022_3_DAL_PHI,7.5
2022,3,2022-09-15,p_te_phi,Dallas Demo,TE,PHI,PHI,DAL,outdoors,54.14568188179707,13.245868107206746,0.0,0,0,0.0,0,2,22.2,0,3,0,0,0,,,2.6,45.9,2022_3_DAL_PHI,3.22
2022,4,2022-09-22,p_qb_kc,Patrick Demo,QB,KC,KC,BUF,outdoors,39.47382828939038,7.939576746058663,237.4,1,0,8.0,0,0,0.0,0,0,0,2,0,,,-9.1,38.5,2022_4_BUF_KC,14.296000000000001
2022,4,2022-09-22,p_rb_kc,Isiah Demo,RB,KC,KC,BUF,outdoors,76.91768300080494,9.412934914596482,0.0,0,0,96.9,1,0,34.0,0,1,13,13,1,Questionable,,0.6,49.9,2022_4_BUF_KC,17.090000000000003
2022,4,2022-09-22,p_wr_kc,Rashee Demo,WR,KC,KC,BUF,outdoors,30.70192008412345,0.0,0.0,0,0,7.0,0,7,34.4,0,8,0,0,0,Questionable,hamstring,2.1,44.1,2022_4_BUF_KC,7.640000000000001
2022,4,2022-09-22,p_te_kc,Travis Demo,TE,KC,KC,BUF,outdoors,55.17176937505982,6.503676480573718,0.0,0,0,0.0,0,1,96.2,0,2,0,0,0,,,-3.7,50.3,2022_4_BUF_KC,10.120000000000001
2022,4,2022-09-22,p_qb_buf,Josh Demo,QB,BUF,KC,BUF,outdoors,61.638184363060795,14.248326335218886,288.1,1,0,0.0,1,0,0.0,0,0,0,1,0,,,6.7,54.6,2022_4_BUF_KC,21.524
2022,4,2022-09-22,p_rb_buf,James Demo,RB,BUF,KC,BUF,outdoors,58.82820125283812,14.753125604763284,0.0,0,0,70.4,1,0,32.9,0,0,13,13,0,,,7.2,50.5,2022_4_BUF_KC,16.330000000000002
2022,4,2022-09-22,p_wr_buf,Stefon Demo,WR,BUF,KC,BUF,outdoors,58.73180964701624,8.221061890520991,0.0,0,0,1.0,0,2,60.5,1,5,0,0,1,,,1.6,37.1,2022_4_BUF_KC,11.15
2022,4,2022-09-22,p_qb_sf,Brock Demo,QB,SF,SF,PHI,outdoors,69.93552078849885,13.296118694481605,311.6,1,1,22.6,0,0,0.0,0,0,0,5,0,,,-5.0,44.4,2022_4_PHI_SF,16.724
2022,4,2022-09-22,p_rb_sf,CMC Demo,RB,SF,SF,PHI,outdoors,51.96875131915894,5.110529459611721,0.0,0,0,78.9,0,1,31.2,0,2,15,15,0,,,-4.6,43.6,2022_4_PHI_SF,11.510000000000002
2022,4,2022-09-22,p_wr_sf,Deebo Demo,WR,SF,SF,PHI,outdoors,37.5688073089857,0.0,0.0,0,0,0.0,0,5,65.9,0,5,1,1,0,,,1.6,53.8,2022_4_PHI_SF,9.09
2022,4,2022-09-22,p_qb_no,Derek Demo,QB,NO,NO,MIN,dome,,,227.2,2,0,51.7,1,0,0.0,0,0,0,6,0,,,7.0,45.5,2022_4_MIN_NO,28.258000000000003
2022,4,2022-09-22,p_wr_no,Chris Demo,WR,NO,NO,MIN,dome,,,0.0,0,0,3.8,0,11,90.5,0,11,1,1,0,Doubtful,hamstring,3.6,46.2,2022_4_MIN_NO,14.93
2022,4,2022-09-22,p_qb_min,Kirk Demo,QB,MIN,NO,MIN,dome,,,250.8,0,1,28.3,0,0,0.0,0,0,0,0,0,,,0.3,42.5,2022_4_MIN_NO,10.862
2022,4,2022-09-22,p_rb_min,Aaron Demo,RB,MIN,NO,MIN,dome,,,0.0,0,0,23.0,0,1,24.1,1,2,8,8,0,Doubtful,ankle,-7.6,36.2,2022_4_MIN_NO,11.21
2022,4,2022-09-22,p_qb_det,Jared Demo,QB,DET,BAL,DET,outdoors,51.68549023320469,7.482899432126833,248.3,4,0,39.9,0,0,0.0,0,0,0,0,0,,,-3.3,43.2,2022_4_DET_BAL,29.922000000000004
2022,4,2022-09-22,p_wr_det,Amon Demo,WR,DET,BAL,DET,outdoors,55.57871684471375,6.441268345887765,0.0,0,0,7.2,0,3,39.1,0,5,1,1,0,,,0.4,45.3,2022_4_DET_BAL,6.130000000000001
2022,4,2022-09-22,p_qb_phi,Jalen Demo,QB,PHI,SF,PHI,outdoors,45.66688832057923,18.30149085262039,236.5,0,0,0.0,0,0,0.0,0,0,0,3,0,,,-2.5,50.9,2022_4_PHI_SF,9.46
2022,4,2022-09-22,p_rb_phi,Saquon Demo,RB,PHI,SF,PHI,outdoors,76.54452634844937,10.647067035628611,0.0,0,0,117.7,1,2,7.7,0,3,11,11,0,,,7.5,45.2,2022_4_PHI_SF,19.540000000000003
2022,4,2022-09-22,p_wr_dal,CeeDee Demo,WR,DAL,DAL,MIA,dome,,,0.0,0,0,0.8,0,5,65.2,0,5,0,0,0,Doubtful,,2.4,40.2,2022_4_MIA_DAL,9.100000000000001
2022,4,2022-09-22,p_te_phi,Dallas Demo,TE,PHI,SF,PHI,outdoors,69.10434197325384,12.329843192085766,0.0,0,0,0.0,0,4,67.2,0,4,0,0,0,,,1.2,44.2,2022_4_PHI_SF,8.72
2022,5,2022-09-29,p_qb_kc,Patrick Demo,QB,KC,CHI,KC,outdoors,11.041084362208366,9.914428681925248,31.1,1,1,0.8,0,0,0.0,0,0,0,2,0,,,-0.0,48.0,2022_5_KC_CHI,3.324
2022,5,2022-09-29,p_rb_kc,Isiah Demo,RB,KC,CHI,KC,outdoors,56.965406742901294,2.988280096545994,0.0,0,0,66.2,1,0,19.9,1,1,14,14,0,,,-0.4,47.1,2022_5_KC_CHI,20.61
2022,5,2022-09-29,p_wr_kc,Rashee Demo,WR,KC,CHI,KC,outdoors,40.00431656995928,2.792061836893641,0.0,0,0,7.5,0,4,22.5,0,5,1,1,0,,,0.9,49.7,2022_5_KC_CHI,5.0
2022,5,2022-09-29,p_te_kc,Travis Demo,TE,KC,CHI,KC,outdoors,64.47972225642093,0.9786545095462547,0.0,0,0,0.0,0,4,37.4,0,6,0,0,0,,,5.9,55.0,2022_5_KC_CHI,5.74
2022,5,2022-09-29,p_qb_buf,Josh Demo,QB,BUF,BUF,SF,outdoors,53.35398727554725,9.763600815131715,296.0,2,1,6.7,0,0,0.0,0,0,0,3,0,,,2.7,44.1,2022_5_SF_BUF,18.51
2022,5,2022-09-29,p_rb_buf,James Demo,RB,BUF,BUF,SF,outdoors,60.68263905187592,1.8259345654426067,0.0,0,0,120.5,0,0,4.1,0,0,12,12,0,,,2.5,47.7,2022_5_SF_BUF,12.46
2022,5,2022-09-29,p_wr_buf,Stefon Demo,WR,BUF,BUF,SF,outdoors,61.14742685993039,11.080673340011192,0.0,0,0,0.0,0,4,0.0,0,4,0,0,0,,,4.8,47.0,2022_5_SF_BUF,2.0
2022,5,2022-09-29,p_qb_sf,Brock Demo,QB,SF,BUF,SF,outdoors,62.277416688186065,5.360411813378432,249.9,4,1,17.0,0,0,0.0,0,0,0,1,0,Questionable,shoulder,2.2,41.2,2022_5_SF_BUF,25.696
2022,5,2022-09-29,p_rb_sf,CMC Demo,RB,SF,BUF,SF,outdoors,36.37366706682411,6.979657077805755,0.0,0,0,73.8,0,0,54.4,0,1,14,14,0,,,-0.6,53.3,2022_5_SF_BUF,12.82
2022,5,2022-09-29,p_wr_sf,Deebo Demo,WR,SF,BUF,SF,outdoors,71.98351858268872,4.778164398934885,0.0,0,0,1.7,0,2,78.7,0,3,0,0,0,,,-4.5,44.9,2022_5_SF_BUF,9.040000000000001
2022,5,2022-09-29,p_qb_no,Derek Demo,QB,NO,GB,NO,outdoors,41.30683019921759,9.133930230545676,329.1,3,0,23.7,0,0,0.0,0,0,0,3,0,,,-5.6,38.3,2022_5_NO_GB,27.534000000000002
2022,5,2022-09-29,p_wr_no,Chris Demo,WR,NO,GB,NO,outdoors,50.8494986487143,5.019555501719167,0.0,0,0,2.0,0,6,70.4,0,6,0,0,0,,,6.3,48.5,2022_5_NO_GB,10.240000000000002
2022,5,2022-09-29,p_qb_min,Kirk Demo,QB,MIN,MIN,LAR,dome,,,324.5,1,0,25.4,0,0,0.0,0,0,0,4,0,,,-3.2,52.5,2022_5_LAR_MIN,19.52
2022,5,2022-09-29,p_rb_min,Aaron Demo,RB,MIN,MIN,LAR,dome,,,0.0,0,0,122.1,0,0,20.2,0,2,14,14,0,,,-1.4,47.8,2022_5_LAR_MIN,14.23
2022,5,2022-09-29,p_qb_det,Jared Demo,QB,DET,DET,SEA,dome,,,277.0,0,0,10.3,1,0,0.0,0,0,0,2,0,,,-0.4,44.8,2022_5_SEA_DET,18.11
2022,5,2022-09-29,p_wr_det,Amon Demo,WR,DET,DET,SEA,dome,,,0.0,0,0,0.0,0,4,44.4,1,5,0,0,0,,,0.2,46.2,2022_5_SEA_DET,12.440000000000001
2022,5,2022-09-29,p_qb_phi,Jalen Demo,QB,PHI,PHI,DAL,outdoors,55.05694377432189,16.5939750152493,110.8,1,1,24.5,0,0,0.0,0,0,0,5,0,,,0.7,50.8,2022_5_DAL_PHI,8.882000000000001
2022,5,2022-09-29,p_rb_phi,Saquon Demo,RB,PHI,PHI,DAL,outdoors,46.577754598256746,11.489084195000023,0.0,0,0,73.9,0,5,0.0,0,6,12,12,0,,,-6.0,41.1,2022_5_DAL_PHI,9.89
2022,5,2022-09-29,p_wr_dal,CeeDee Demo,WR,DAL,PHI,DAL,outdoors,91.86136138113838,17.00870973873573,0.0,0,0,0.0,0,4,30.5,0,4,1,1,0,,,-0.3,38.0,2022_5_DAL_PHI,5.050000000000001
2022,5,2022-09-29,p_te_phi,Dallas Demo,TE,PHI,PHI,DAL,outdoors,57.229406429542465,9.831047988919687,0.0,0,0,0.0,0,4,12.0,0,4,0,0,0,,,2.5,45.9,2022_5_DAL_PHI,3.2
2022,6,2022-10-06,p_qb_kc,Patrick Demo,QB,KC,KC,BUF,outdoors,50.25703443128218,9.826818710318838,286.8,2,1,53.7,0,0,0.0,0,0,0,0,0,,,5.9,40.7,2022_6_BUF_KC,22.842000000000002
2022,6,2022-10-06,p_rb_kc,Isiah Demo,RB,KC,KC,BUF,outdoors,47.707088039514296,10.101133547372928,0.0,0,0,66.4,0,1,10.8,1,2,15,15,0,,,-2.0,45.1,2022_6_BUF_KC,14.22
2022,6,2022-10-06,p_wr_kc,Rashee Demo,WR,KC,KC,BUF,outdoors,15.22437497621197,1.109953615760669,0.0,0,0,0.0,0,0,29.1,0,1,1,1,1,,,1.6,49.9,2022_6_BUF_KC,0.9100000000000001
2022,6,2022-10-06,p_te_kc,Travis Demo,TE,KC,KC,BUF,outdoors,62.85926431289006,11.643571170371729,0.0,0,0,0.0,0,2,59.0,0,4,0,0,0,,,-4.5,40.1,2022_6_BUF_KC,6.9
2022,6,2022-10-06,p_qb_buf,Josh Demo,QB,BUF,KC,BUF,outdoors,20.727691967570202,8.432527709607308,269.6,1,0,27.4,0,0,0.0,0,0,0,5,0,,,6.7,43.3,2022_6_BUF_KC,17.524
2022,6,2022-10-06,p_rb_buf,James Demo,RB,BUF,KC,BUF,outdoors,56.01979939076633,5.939253107715162,0.0,0,0,6.7,0,0,44.3,0,1,15,15,0,,,-2.5,49.9,2022_6_BUF_KC,5.1
2022,6,2022-10-06,p_wr_buf,Stefon Demo,WR,BUF,KC,BUF,outdoors,81.09472062896518,5.588837606485395,0.0,0,0,7.0,0,5,88.9,0,6,1,1,0,,,-3.3,49.3,2022_6_BUF_KC,12.09
2022,6,2022-10-06,p_qb_sf,Brock Demo,QB,SF,SF,PHI,outdoors,63.9033204235835,15.684828269588223,337.0,3,0,47.4,0,0,0.0,0,0,0,2,0,,,-8.7,35.9,2022_6_PHI_SF,30.22
2022,6,2022-10-06,p_rb_sf,CMC Demo,RB,SF,SF,PHI,outdoors,55.90702672176052,9.252231501303804,0.0,0,0,23.6,0,7,41.5,0,9,11,11,0,,,-8.5,47.3,2022_6_PHI_SF,10.010000000000002
2022,6,2022-10-06,p_wr_sf,Deebo Demo,WR,SF,SF,PHI,outdoors,31.36571009244077,4.69291553846592,0.0,0,0,0.0,0,3,66.6,0,3,0,0,0,,,3.0,44.7,2022_6_PHI_SF,8.16
2022,6,2022-10-06,p_qb_no,Derek Demo,QB,NO,NO,MIN,dome,,,190.2,1,0,0.0,0,0,0.0,0,0,0,1,1,,,2.3,55.2,2022_6_MIN_NO,9.608
2022,6,2022-10-06,p_wr_no,Chris Demo,WR,NO,NO,MIN,dome,,,0.0,0,0,3.9,0,2,100.7,1,4,1,1,0,,,-6.3,47.1,2022_6_MIN_NO,17.46
2022,6,2022-10-06,p_qb_min,Kirk Demo,QB,MIN,NO,MIN,dome,,,267.6,1,0,0.0,1,0,0.0,0,0,0,4,0,,,1.6,55.3,2022_6_MIN_NO,20.704
2022,6,2022-10-06,p_rb_min,Aaron Demo,RB,MIN,NO,MIN,dome,,,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,Out,,9.2,47.6,2022_6_MIN_NO,0.0
2022,6,2022-10-06,p_qb_det,Jared Demo,QB,DET,BAL,DET,outdoors,68.73895453419398,7.4542742421933275,234.8,2,0,53.3,0,0,0.0,0,0,0,2,0,Questionable,knee,-1.0,44.1,2022_6_DET_BAL,22.722
2022,6,2022-10-06,p_wr_det,Amon Demo,WR,DET,BAL,DET,outdoors,29.001863451865255,12.31000025206067,0.0,0,0,0.1,0,5,31.2,1,7,1,1,0,,,-6.1,50.1,2022_6_DET_BAL,11.629999999999999
2022,6,2022-10-06,p_qb_phi,Jalen Demo,QB,PHI,SF,PHI,outdoors,30.920931293011485,7.878513081145923,271.9,4,0,8.7,0,0,0.0,0,0,0,0,0,,,5.0,40.6,2022_6_PHI_SF,27.746
